datetime_ist,epoch,open,high,low,close,volume
2019-05-28 12:15:00,1559025900,35661.8,35698.4,35349.1,35447.2,0
2019-05-28 13:15:00,1559029500,35446.6,35505,35380.3,35451.8,0
2019-05-28 14:15:00,1559033100,35583.2,35595.6,35282.9,35587.6,0
2019-05-28 15:15:00,1559036700,35584.1,35686,35540.8,35662.4,0
2019-05-29 10:15:00,1559105100,35488.2,35488.2,35293.3,35373.5,0
2019-05-29 11:15:00,1559108700,35370.8,35394.3,35295.6,35303.9,0
2019-05-29 12:15:00,1559112300,35305.9,35334.7,35254.3,35275,0
2019-05-29 13:15:00,1559115900,35275,35375.1,35263.3,35335,0
2019-05-29 14:15:00,1559119500,35335.1,35347.6,35158.6,35187.9,0
2019-05-29 15:15:00,1559123100,35194.3,35220.7,35169,35190.4,0
2019-06-03 09:15:00,1559533500,35285.5,35374.3,35140.2,35281,0
2019-06-03 10:15:00,1559537100,35278.3,35341.5,35199.6,35333.1,0
2019-06-03 11:15:00,1559540700,35333.6,35446.9,35297.1,35441.9,0
2019-06-03 12:15:00,1559544300,35439.9,35467.3,35344.9,35392,0
2019-06-03 13:15:00,1559547900,35391.3,35447.9,35254.9,35417.9,0
2019-06-03 14:15:00,1559551500,35433.9,35563.1,35420.9,35548.8,0
2019-06-03 15:15:00,1559555100,35543.7,35585.5,35534.8,35556,0
2019-06-10 09:15:00,1560138300,35043.3,35223.3,34981.1,34983.7,0
2019-06-10 10:15:00,1560141900,34982.4,34984.7,34804.9,34851.1,0
2019-06-10 11:15:00,1560145500,34849.2,34888.7,34713.1,34726.5,0
2019-06-10 12:15:00,1560149100,34724.8,34778.9,34629.8,34713.9,0
2019-06-10 13:15:00,1560152700,34713.6,34863.5,34659,34701,0
2019-06-10 14:15:00,1560156300,34699.8,34870.9,34698,34820.8,0
2019-06-10 15:15:00,1560159900,34808.4,34871.7,34801.1,34847.6,0
2019-06-11 09:15:00,1560224700,34997.1,35028.9,34769.6,34938,0
2019-06-11 10:15:00,1560228300,34930.8,34974.1,34865.8,34927.2,0
2019-06-11 11:15:00,1560231900,34927.5,35050.6,34926,35037.9,0
2019-06-11 12:15:00,1560235500,35034.9,35096.8,34976.3,35087.8,0
2019-06-11 13:15:00,1560239100,35086.4,35232.5,35045,35223.7,0
2019-06-11 14:15:00,1560242700,35225.6,35264.5,35088.5,35122,0
2019-06-11 15:15:00,1560246300,35136.4,35167.4,35124.7,35155.7,0
2019-06-12 09:15:00,1560311100,35098.5,35100.4,34857.7,34881.5,0
2019-06-12 10:15:00,1560314700,34884.1,34892.4,34765.4,34778.1,0
