datetime_ist,epoch,open,high,low,close,volume
2017-07-17 09:15:00,1500263100,24011.4,24014.4,23914.4,23968.1,0
2017-07-17 10:15:00,1500266700,23968.3,24021.8,23965.4,23996.4,0
2017-07-17 11:15:00,1500270300,23997.3,24000.7,23964.9,23975.1,0
2017-07-17 12:15:00,1500273900,23975.1,24003.7,23963.8,23985.8,0
2017-07-17 13:15:00,1500277500,23985.4,24007.1,23965.5,23993.8,0
2017-07-17 14:15:00,1500281100,23994.5,24064.7,23992.7,24000.1,0
2017-07-17 15:15:00,1500284700,24000.8,24039.4,23992.3,24015.7,0
2017-07-18 09:15:00,1500349500,23992.4,24124.4,23991.8,24099,0
2017-07-18 10:15:00,1500353100,24088.9,24098.8,24037.8,24055.8,0
2017-07-18 11:15:00,1500356700,24057,24102.1,24051.1,24085.7,0
2017-07-18 12:15:00,1500360300,24081.2,24102.6,24059.4,24059.8,0
2017-07-18 13:15:00,1500363900,24062.9,24143.8,24061.5,24129,0
2017-07-18 14:15:00,1500367500,24128.4,24133.2,24008.5,24027.3,0
2017-07-18 15:15:00,1500371100,24025.6,24025.6,24009.3,24012.1,0
2017-07-19 09:15:00,1500435900,24098.1,24136.1,24072.9,24114.2,0
2017-07-19 10:15:00,1500439500,24114.4,24141.8,24113.6,24120.3,0
2017-07-19 11:15:00,1500443100,24125.1,24157.3,24114.6,24143.4,0
2017-07-19 12:15:00,1500446700,24143.8,24167.8,24132.9,24147.6,0
2017-07-19 13:15:00,1500450300,24148.8,24152,24105.3,24130.6,0
2017-07-19 14:15:00,1500453900,24132.4,24175.8,24132.4,24142.6,0
2017-07-19 15:15:00,1500457500,24151.7,24162.6,24143.3,24160.6,0
2017-07-20 09:15:00,1500522300,24201.2,24239.5,24201.2,24209.2,0
2017-07-20 10:15:00,1500525900,24208.3,24288,24193.2,24288,0
2017-07-20 11:15:00,1500529500,24294.8,24294.8,24234.9,24235.8,0
2017-07-20 12:15:00,1500533100,24235.2,24235.2,24181.5,24227.4,0
2017-07-20 13:15:00,1500536700,24236,24251.7,24184.8,24223.6,0
2017-07-20 14:15:00,1500540300,24218.9,24246.8,24186.9,24197.3,0
2017-07-20 15:15:00,1500543900,24207.7,24233.9,24207.7,24222.4,0
2017-07-21 09:15:00,1500608700,24226.6,24250.9,24155.2,24246.7,0
2017-07-21 10:15:00,1500612300,24242.8,24244.2,24213.9,24237.8,0
2017-07-21 11:15:00,1500615900,24225.8,24238.4,24189.9,24203.9,0
2017-07-21 12:15:00,1500619500,24191.1,24198.9,24074.3,24111.6,0
2017-07-21 13:15:00,1500623100,24087.2,24196.8,24087.2,24172,0
2017-07-21 14:15:00,1500626700,24179.2,24261.2,24179.2,24258.2,0
2017-07-21 15:15:00,1500630300,24259.9,24282,24259.9,24280.7,0
2017-07-24 09:15:00,1500867900,24261.4,24379.4,24240.6,24373.9,0
2017-07-24 10:15:00,1500871500,24367.1,24410.2,24367.1,24402.9,0
2017-07-24 11:15:00,1500875100,24401.1,24402.7,24366.4,24366.4,0
2017-07-24 12:15:00,1500878700,24358.1,24446.4,24348.2,24409.2,0
2017-07-24 13:15:00,1500882300,24401.3,24448.8,24392.8,24440.3,0
2017-07-24 14:15:00,1500885900,24440,24454.8,24381.2,24421.4,0
