datetime_ist,epoch,open,high,low,close,volume
2017-07-17 09:15:00,1500263100,9908.15,9916.7,9894.85,9915.3,0
2017-07-17 10:15:00,1500266700,9915.45,9920.3,9911.8,9915.25,0
2017-07-17 11:15:00,1500270300,9915.4,9916.55,9902.75,9904.7,0
2017-07-17 12:15:00,1500273900,9904.75,9911.1,9902.6,9907.05,0
2017-07-17 13:15:00,1500277500,9907.25,9917.3,9904.3,9917.3,0
2017-07-17 14:15:00,1500281100,9917.4,9928.2,9916,9919.9,0
2017-07-17 15:15:00,1500284700,9919.05,9921.3,9910.4,9913.65,0
2017-07-18 09:15:00,1500349500,9863.5,9884.45,9853.25,9873.35,0
2017-07-18 10:15:00,1500353100,9872.75,9875.7,9842.45,9853.1,0
2017-07-18 11:15:00,1500356700,9853.35,9862.85,9850.9,9856.25,0
2017-07-18 12:15:00,1500360300,9856.35,9858.85,9842.9,9842.95,0
2017-07-18 13:15:00,1500363900,9844.25,9870.8,9842.05,9867.6,0
2017-07-18 14:15:00,1500367500,9869.55,9869.55,9817.95,9829.85,0
2017-07-18 15:15:00,1500371100,9825.95,9828.45,9824.2,9828.45,0
2017-07-19 09:15:00,1500435900,9866.8,9873.8,9853.9,9863.9,0
2017-07-19 10:15:00,1500439500,9865.4,9876.15,9865.4,9872.8,0
2017-07-19 11:15:00,1500443100,9872.8,9881.35,9871.5,9878.6,0
2017-07-19 12:15:00,1500446700,9880.5,9888.8,9873.3,9875.3,0
2017-07-19 13:15:00,1500450300,9875.85,9876.7,9862,9876.7,0
2017-07-19 14:15:00,1500453900,9876.9,9903.45,9875.2,9897.95,0
2017-07-19 15:15:00,1500457500,9898.95,9904,9898.95,9902.05,0
2017-07-20 09:15:00,1500522300,9914,9920.45,9894.65,9894.65,0
2017-07-20 10:15:00,1500525900,9895.75,9909,9889.45,9909,0
2017-07-20 11:15:00,1500529500,9909.65,9909.65,9893,9893.5,0
2017-07-20 12:15:00,1500533100,9893.8,9893.8,9864.05,9879.75,0
2017-07-20 13:15:00,1500536700,9881.65,9889.55,9866.15,9875.7,0
2017-07-20 14:15:00,1500540300,9875.4,9887.35,9869,9871.2,0
2017-07-20 15:15:00,1500543900,9869.95,9875.75,9869.95,9870.9,0
2017-07-21 09:15:00,1500608700,9893.9,9918,9881.65,9918,0
2017-07-21 10:15:00,1500612300,9916.2,9916.2,9906.1,9913.25,0
2017-07-21 11:15:00,1500615900,9911.9,9911.9,9884.9,9888.2,0
2017-07-21 12:15:00,1500619500,9886.1,9895.75,9840,9853,0
2017-07-21 13:15:00,1500623100,9847.6,9877.7,9847.6,9865.8,0
2017-07-21 14:15:00,1500626700,9870.15,9917.35,9870.15,9917.35,0
2017-07-21 15:15:00,1500630300,9917.05,9922.95,9914.15,9914.15,0
2017-07-24 09:15:00,1500867900,9924.65,9952.9,9919.9,9949.3,0
2017-07-24 10:15:00,1500871500,9950.25,9968,9950.25,9964.95,0
2017-07-24 11:15:00,1500875100,9964.5,9965.4,9956.7,9958.65,0
2017-07-24 12:15:00,1500878700,9959.2,9969.6,9956.75,9960.95,0
2017-07-24 13:15:00,1500882300,9958.95,9975.1,9958.3,9974.5,0
2017-07-24 14:15:00,1500885900,9973.3,9980.4,9951.65,9966.2,0
2017-07-24 15:15:00,1500889500,9963.95,9972.6,9963.95,9965.55,0
2017-07-25 09:15:00,1500954300,9993.05,9993.85,9957.6,9971.6,0
2017-07-25 10:15:00,1500957900,9972.4,9976.05,9964.5,9969.4,0
2017-07-25 11:15:00,1500961500,9970.2,9970.2,9951.95,9954.8,0
2017-07-25 12:15:00,1500965100,9954.45,9962,9949.65,9953.95,0
2017-07-25 13:15:00,1500968700,9952.05,9974.25,9951.7,9974.25,0
2017-07-25 14:15:00,1500972300,9975.8,9978.65,9961.45,9961.45,0
2017-07-25 15:15:00,1500975900,9960.5,9964.8,9958.9,9964.8,0
2017-07-26 09:15:00,1501040700,9977.4,9989.6,9969.5,9982.45,0
2017-07-26 10:15:00,1501044300,9982.3,9995.9,9981.25,9990.15,0
2017-07-26 11:15:00,1501047900,9989.1,10001.5,9988.15,10001.3,0
2017-07-26 12:15:00,1501051500,10004.3,10010.2,9992.6,9995.8,0
2017-07-26 13:15:00,1501055100,9995.75,10004.8,9987.7,9998.7,0
2017-07-26 14:15:00,1501058700,9998.1,10024.2,9997.8,10021.3,0
2017-07-26 15:15:00,1501062300,10023.6,10024.5,10020.3,10020.3,0
2017-07-27 09:15:00,1501127100,10061.2,10096.8,10061.2,10087.2,0
2017-07-27 10:15:00,1501130700,10088.5,10106.5,10084.5,10105.5,0
2017-07-27 11:15:00,1501134300,10109.5,10113.8,10096.5,10104.1,0
2017-07-27 12:15:00,1501137900,10102.5,10102.5,10061.9,10078.3,0
2017-07-27 13:15:00,1501141500,10077.8,10081.1,10056.6,10074.5,0
2017-07-27 14:15:00,1501145100,10076,10082.7,10007.2,10018,0
2017-07-27 15:15:00,1501148700,10018,10021.9,10012.1,10020.6,0
2017-07-28 09:15:00,1501213500,9980,9990.05,9964.4,9988,0
2017-07-28 10:15:00,1501217100,9985,9997.95,9974.95,9987.05,0
2017-07-28 11:15:00,1501220700,9985.9,9994.35,9976.35,9983.15,0
2017-07-28 12:15:00,1501224300,9982,9987.5,9967.45,9975.95,0
2017-07-28 13:15:00,1501227900,9973.7,9981.3,9946.45,9978,0
2017-07-28 14:15:00,1501231500,9978.9,10017.7,9970.15,10014.3,0
2017-07-28 15:15:00,1501235100,10011,10024.4,10003,10003,0
2017-07-31 09:15:00,1501472700,10023.7,10046.5,10021.3,10032,0
2017-07-31 10:15:00,1501476300,10030.8,10047.5,10026.5,10037.6,0
2017-07-31 11:15:00,1501479900,10038.1,10048.8,10038.1,10043.1,0
2017-07-31 12:15:00,1501483500,10041.8,10057.5,10038.3,10052.3,0
2017-07-31 13:15:00,1501487100,10051.4,10062.1,10048.2,10050.5,0
2017-07-31 14:15:00,1501490700,10044.2,10080.1,10044.2,10078.5,0
2017-07-31 15:15:00,1501494300,10079,10084.8,10077,10077,0
2017-08-01 09:15:00,1501559100,10086.4,10099.6,10081.1,10096,0
2017-08-01 10:15:00,1501562700,10098.2,10100,10076,10077.8,0
2017-08-01 11:15:00,1501566300,10077.2,10086.9,10067.2,10086.2,0
2017-08-01 12:15:00,1501569900,10086.3,10093.5,10080.2,10084.1,0
2017-08-01 13:15:00,1501573500,10083.5,10098.5,10082.8,10097.7,0
2017-08-01 14:15:00,1501577100,10096.5,10119.2,10077.8,10119.2,0
2017-08-01 15:15:00,1501580700,10119.8,10127.2,10117.8,10120.3,0
2017-08-02 09:15:00,1501645500,10126.4,10127.6,10106.8,10108.1,0
2017-08-02 10:15:00,1501649100,10107.7,10111.7,10092.8,10100.4,0
2017-08-02 11:15:00,1501652700,10098.7,10106,10096.5,10099.7,0
2017-08-02 12:15:00,1501656300,10099.8,10101.3,10088.9,10090.3,0
2017-08-02 13:15:00,1501659900,10089.5,10101.5,10088.5,10092.7,0
2017-08-02 14:15:00,1501663500,10091,10101.6,10070.3,10091.5,0
2017-08-02 15:15:00,1501667100,10084.1,10084.8,10058.1,10058.1,0
2017-08-03 09:15:00,1501731900,10068.5,10071.2,10028.5,10032.8,0
2017-08-03 10:15:00,1501735500,10029.5,10044,10024.2,10033.5,0
2017-08-03 11:15:00,1501739100,10035,10049.1,10034,10042.8,0
2017-08-03 12:15:00,1501742700,10041.8,10051.9,10040.8,10049,0
2017-08-03 13:15:00,1501746300,10049.3,10049.3,10029.5,10040.4,0
2017-08-03 14:15:00,1501749900,10039.9,10039.9,9999.6,10020,0
2017-08-03 15:15:00,1501753500,10016.7,10018.2,10003.8,10003.8,0
2017-08-04 09:15:00,1501818300,10006.8,10024.5,9993.25,10007.1,0
2017-08-04 10:15:00,1501821900,10009.2,10014.3,9989.8,10000.8,0
